CodEstablecimiento;nombreComercial;Direccion;ReferenciaDireccion;telefonoPrincipal;telefonoSecundario;CorreoElectronico;delivery;paginaWeb;CodProvincia;CodComercial;CodClasificacion;CodCategoria
7373;D` MATILDE;CDLA: URDESA, C.C. URDESA, LOCAL # 1, CALLE: VICTOR EMILIO ESTRADA # 400 ENTRE DALITE Y PRIMERA, BLOQUE A-1;null;2883484;null;null;Si ;null;09;0100;0015;039
7374;WRAPS Y SALADS;AV. JUAN TANCA MARENGO C.C MALL DEL SOL LOCAL F- 01;null;null;null;null;Si;null;09;0100;0028;039
7375;MC SUITES;Av. Justino Cornejo 14 Luis Orrantia ;null;042682699;0983315961;contabilidad@mcsuites.com.ec;No;www.mcsuites.com.ec;09;0101;0017;013
7376;DULCERÍA DOLUPA;URDESA CENTRAL, VICTOR EMILIO ESTRADA 606 - A Y AV. LAS MONJAS;null;2387841;null;urdesa1@dolupa.ec;Si ;null;09;0100;0015;039
7377;PALMA LA ;ESCOBEDO 1308 Y VELEZ;null;2328058;null;null;Si ;null;09;0100;0007;039
7378;PANADERIA LA SELECTA;V. E. ESTRADA 1208 Y LAURELES;null;2888048;null;null;Si;null;09;0100;0015;035
7379;CIRCOLO S.A ;AV. DE LAS AMERICAS EDIFICIO TERMINAL TERRESTRE ISLA IP 001;null;null;null;null;Si ;null;09;0100;0015;044
7380;ECUAMULTI S.A.;GOMEZ RENDON 217 Y ELOY ALFARO. COND. GRUNAVIL, OF. 1;null;2414486;null;ecuamulti_margarita73@hotmail.com;No;null;09;0104;0002;017
7381;HOT DOG MANIA;AV. 25 DE JULIO Y JOSE DE LA CUADRA CC. MALL DEL SUR ISLA F-12;null;null;null;null;Si ;null;09;0100;0015;044
7382;LA MOROCHA;URDESA CENTRAL. AV. VICTOR EMILIO ESTRADA 914 ENTRE JIGUAS Y LAURELES;null;5022919;null;recoleta@gye.satnet.net;No;null;09;0100;0004;039
7383;DONOCAR;AV. DE LAS AMERICAS S/N C.C. EL TERMINAL, BLOQUE C, OFICINA 21;null;2130123;null;rey_de@hotmail.es;No;null;09;0106;0035;038
7384;MOROS EN LA COSTA;PICHINCHA 405 ENTRE ILLINGWORTH Y AGUIRRE;null;2515366;null;null;Si;null;09;0100;0028;044
7385;ECOTURISMO Y DIVERSION;AV. JUAN TANCA MARENGO S/N JOSE ORRANTIA;FRENTE A MALL DEL SOL;046035351;0988081593;ecoturismoydiversion@gmail.com;No;www.ecoturismoydiversion.com;09;0104;0001;016
7386;TUTTO FREDDO / NICE CREAM;EDIF. TERMINAL TERRESTRE, LOCAL IP040, AV. BENJAMIN ROSALES S/N Y AV. JAIME ROLDOS;null;997673417;null;rochuiamador@yahoo.com;Si ;null;09;0100;0015;044
7387;TUTTO FREDDO - NICE CREAM;PASCUALES, INMACONSA, C.C. MALL EL FORTIN, ISLA IB101, MZ. 103, SOLAR 2-3;null;982919465;null;merceajon@yahoo.com;Si ;null;09;0100;0015;044
7388;GALATRANS ;AV. ALSACIO NORTHIA Y HERNAN MELVILLE ;null;2520406;null;turismo.galatrans@hotmail.com;No;null;20;0106;0035;043
7389;FANATICOS;AV. RIO ESMERALDAS S/N Y AV. CENTRAL, PARQUE COMERCIAL LOS ARCOS, C.C. LAS TERRAZAS, PISO 1, LOCALES 1A,2A, 3A;null;042097846;null;null;No;null;09;0100;0004;035
7390;CASA PILSENER;BARRIO LAS PEÑAS, CONJUNTO PUERTO SANTA ANA;null;994069442;null;null;Si;null;09;0100;0028;039
7391;SEÑOR CANGREJO;CDLA. VERNAZA NORTE, AV. JOSÉ JOAQUÍN ORRANTIA S/N Y LEOPOLDO BENÍTEZ, MEZZANINE 1, HOTEL SONESTA, LC 114-116;null;2638006;null;fanaticosonesta@outlook.com;Si ;null;09;0100;0028;035
7392;RESTAURANTE GRAN CHEF;CDLA. KENNEDY NORTE, AV. FCO. DE ORELLANA Y AV. ALEJANDRO;null;2883577;null;null;Si ;null;09;0100;0028;035
7393;BURGER KING;C.C. SAN MARINO PISO 2 LOCAL 1;null;2391143;null;null;Si;null;09;0100;0028;035
7394;MAMBO JUICE;C.C. VILLAGE PLAZA, MZ. CC-1,  PISO #2,  LOCAL #214;null;Null;null;null;Si ;null;09;0100;0028;039
7395;MAMBO JUICE;CDLA. KENNEDY AV. FCO. DE  ORELLANA E ING. LUIS PLAZA DAÑIN  C.C SAN  MARINO SHOPPING PISO 2 LOCAL 1-15;null;2083066;null;null;Si ;null;09;0100;0015;035
7396;MAMBO JUICE;CDLA. LOS CEIBOS AV. EL BOMBERO C.C. RIOCENTRO LOS CEIBOS LOCAL C2- A;null;2855576;null;null;Si;null;09;0100;0015;035
7397;MAMBO JUICE;AV. DE LAS AMERICAS S/N Y BENJAMIN ROSALES TERMINAL TERRESTRE, LOCAL 76-B, PLANTA BAJA;null;2083066;null;null;Si ;null;09;0100;0015;039
7398;MAMBO JUICE;KM. 3,5 VÍA DURÁN - BOLICHE, EL PASEO SHOPPING DURÁN, OFICINA C-13;null;2161063;null;null;Si ;null;09;0100;0015;039
7399;MAMBO JUICE;AV. FELIPE PEZO S/N Y AV. BENJAMÍN CARRIÓN, C.C. CITY MALL, PISO 2;null;3068178;null;null;Si;null;09;0100;0015;039
7400;MAMBO JUICE;JUNIN S/N Y PANAMA C.C. LA MERCED  LOCAL #7;null;Null;null;null;Si ;null;09;0100;0015;044
7401;CARINA;BASE DE OPERACIONES EN PUERTO AYORA;null;2527078;null;evargas@gct.com;No;null;20;0106;0034;046
7402;VIAJES Y DESTINOS VITINOS S.A.;MIGUEL ALCIVAR SOLAR 55 AV. CARLOS LUIS PLAZA DAÑIN;SALTANDO UN LOCAL, A LA IZQUIERDA DE LA CLINICA MEDIGROUP;042282768;0994500620;salvadorarel94@hotmail.com;No;www.viajesydestinos.com.ec;09;0104;0001;016
7403;VIAJES Y DESTINOS VITINOS S.A.;AV SAMBORONDON S/N AV RIO VINCES; CENTRO COMERCIAL BUENA VISTA PLAZA EDIFICIO 5 LOCAL 5 PLANTA BAJA .. FRENTE A ECU 911 ;0994500620;0997505050;aelias@viajesydestinos.com.ec;No;null;09;0104;0001;016
7404;LA PATA GORDA RESTAURANTE;AV. RIO ESMERALDAS S/N AV. CENTRAL; DENTRO DEL CENTRO COMERCIAL LAS TERRAZAS ;0999481708;null;finanzaspata@gmail.com;Si ;null;09;0100;0028;009
7405;BARQUITO EL;COOP. GUAYAQUIL, SOLAR #16, MZ. 1;null;2236425;null;null;Si;null;09;0100;0028;020
7406;AIR SUITES;CDLA SIMON BOLIVAR  5 HERMANO MIGUEL; ATRAS DE TRANSPORTE ECUADOR ;045111500;0999619513;ndavila@air-suites.com;No;www.air-suites.com;09;0101;0018;013
7407;AIR SUITES;QUINTERO SEBASTIáN  N37-12 Y JOSÉ CORREA;DETRAS DEL ESTADIO OLIMPICO ATAHUALPA;997405577;997405577;administracion@air-suites.com;No;www.air-suites.com;17;0101;0018;013
7408;DIGMARY DISCOBERY FIESTA;MALECÓN SIMÓN BOLÍVAR S/N Y TOMÁS MARTÍNEZ BLOQUE AREA DE PARQUEOS NO. 31;null;2304824;null;ventas@crucerosdiscovery.com;No;www.crucerosdiscovery.com;09;0104;0020;034
7409;BLU;KM. 6.5 VIA PUNTILLA - SAMBORONDON, PLAZA LAGOS TOWN CENTER I, EDF. EXEDRA, LOCAL 6-7;null;5018457;null;null;Si ;null;09;0100;0028;035
7410;EXPEDISA;Km 1.5 via a Samborondon Sin numero Ave de los Arcos; Edificio Xima. Junto a clinica Kennedy Samborondon ;0991775688;042207817;expedisa@gmail.com;No;expedisa.com;09;0104;0002;017
7411;ALBEMARLE TOURS CIA. LTDA;LAS FRAGATAS SN 16 DE MARZO; Junto al Mercado Municipal ;0993667577;052529012;albemarletours@gmail.com;No;null;20;0104;0020;034
7412;NATUAVENTURA;CORDOVA 1004 E/ 9 DE OCTUBRE Y P. ICAZA. EDF. ALPECA, PISO 3, OFC. 301;null;2307636;null;Ibenavides@natuaventura.com.ec;No;www.natuaventuraecuador.com.ec;09;0104;0001;016
7413;LONESOME GEORGE;AV. BALTRA S/N OPUNTIA;DIAGONAL AL HOSPITAL;052526245;0993761502;lonesomegrg@yahoo.com;No;www.lonesomegeorge.com.ec;20;0104;0020;034
7414;ATHENEA;PADRE AGUIRRE 202  Y  PANAMA;null;2563209;null;null;No;null;09;0100;0004;044
7415;CIABATTA;C.C. LAGOS TOWN CENTER, EDIF. EXEDRA LOCAL 2B;null;2284450;null;jcevallos@visionuno.com;Si ;null;09;0100;0007;035
7416;COSTA VIEJA ;CDLA. URDENOR DOS, MZ.209, SOLAR 21;null;2886275;null;null;No;null;09;0104;0020;034
7417;VISTA SOL;AV. CARLOS ESPINOZA LARREA e/ CALLES 48 Y 49;null;2930852;null;null;No;null;24;0101;0017;035
7418;MAROTURSA S.A.;LOS RIOS #818 Y HURTADO LOCAL 1;null;2378738;null;info@manglarrojo.com;No;www.manglarrojo.com;09;0104;0020;034
7419;CAFRIPAC;JUNIN 412 Y CORDOVA;null;5002351;null;null;No;null;09;0101;0018;044
7420;DEL SOL;AVENIDA MALECON Y CALLE 30;null;null;null;null;Si;null;24;0100;0028;039
7421;DEL  ORNO;AVDA.  JUAN TANCA MARENGO- C.C. MALL DEL SOL PATIOS DE COMIDAS LOCAL F-2;null;2692019;null;monvitsa@hotmail.com;Si ;null;09;0100;0015;035
7422;ANTIPASTOS;PUERTO SANTA ANA S/N, EDIFICIO THE POINT, LOCAL 3;null;999619844;null;info@antipastosec.com;Si ;null;09;0100;0028;039
7423;TUBISER;PEDRO MONCAYO 1005 Y VELEZ, EDIF. CENTENARIO, PISO 1, OF. 1;null;2328456;null;tubisersa@hotmail.com;No;null;09;0104;0001;016
7424;TASCA DEL NORTE  LA;CDLA. KENNEDY NORTE AVDA. MIGUEL ALCIVAR Y NAHIM ISAIAS  ESQ. (EDIFICIO TORRES D;null;2688439;null;null;Si;null;09;0100;0028;035
7425;COCO EXPRESS;CDLA. EL CONDOR - AV. FCO DE ORELLANA S/N Y AV. GUILLERMO PAREJA ROLANDO;null;Null;null;null;Si ;null;09;0100;0015;044
7426;COCO EXPRESS;AV. CARLOS JULIO AROSEMENA, C.C. HIPER MARKET ALBAN BORJA, A-1;null;6005162;null;null;Si ;null;09;0100;0015;044
7427;DISCOMHE S.A. (CASA ROSADA);BOYACA 808 Y LUIS URDANETA, EDIF. CASA ROSADA, PISO 2, OF. 2;null;042566183;null;null;No;null;09;0103;0030;035
7428;TOUR Y TRAVEL;CDLA. SIMON BOLIVAR CALLE AV DE LAS AMERICAS MZ 4 SOLAR 25 LOCAL ;null;2266161;null;tour-travel@hotmail.com;No;null;09;0104;0001;016
7429;TOUR Y TRAVEL;CDLA. SIMON BOLIVAR, SOLAR #106, MZ. 5;null;6007842;null;null;No;null;09;0106;0035;038
7430;TOURCOMFORT;KM14.5 VIA A LA COSTA VILLA 10 URBANIZACION PUERTO SEYMOUR, MNZ 809;JUNTO C.C. COSTAL MAR;Null;0987209393;zuritaortiz@hotmail.com;No;null;09;0104;0020;034
7431;FOUR WAYS;BARRIO SAN VICENTE, CALLE 18 Y AV. QUEVEDO, MZ. 25, SOLAR 1;null;2962196;null;null;No;null;09;0101;0018;044
7432;SHERATON;AV JOAQUIN ORRANTIA SN AV JUAN TANCA MARENGO;null;042082088;0999481005;contador@sheratonguayaquil.com;No;ghlhoteles.com;09;0101;0018;015
7433;CAROLTOUR;AVENIDA FALCONI S/N SECTOR VIRGEN DE FATIMA;JUNTO AL COMEDOR ANGELITA;042770475;0992141875;caroltoursa@hotmail.com;No;null;24;0104;0020;034
7434;CAROLTOUR;CALLE AGUSTIN FEBRE CORDERO 1 CALLE 64;A 70 METROS DE SISTEMA DE ALCANTARILLADO FLUVIAL;042773074;0987239625;caroltoursa@hotmail.com;No;null;24;0104;0020;034
7435;TURISMO E.V.G. AVENTURA TOTAL S.A.;CC LA PIAZZA 6 B PLANTA BAJA;AL FRENTE DE SUPER PACO;Null;0994366016;tributacion@emelatour.com;No;null;09;0104;0003;018
7436;MASTER PIZZA;AV. LAS MONJAS #217 Y CALLE 3ra;null;2382888;null;null;Si;null;09;0100;0028;035
7437;MASTER PIZZA;KM. 1 1/2 VIA A SAMBORONDON C.C. LA TORRE LOCAL A-4;null;2833222;null;null;Si ;null;09;0100;0028;039
7438;FRUTA BAR;MALECON NO. 514 E/ IMBABURA Y TOMAS MARTINEZ;null;Null;null;null;Si ;null;09;0100;0015;035
7439;FRUTA BAR;URDESA CENTRAL, VICTOR EMILIO ESTRADA 608 Y LAS MONJAS;null;Null;null;null;Si;null;09;0100;0015;035
7440;FRUTA BAR;CHIMBORAZO 3403 Y AZUAY C.C. CENTRO SUR;null;Null;null;null;Si ;null;09;0100;0015;035
7441;INTEGRITY;BARRIO PUNTA ESTRADA;null;05526210;null;csievers@uio.satnet.net;No;null;20;0106;0034;046
7442;REINA SILVIA;Base Pto. Ayora;null;2526210;null;csiervers@uio.satnet.net;No;www.reinasilvia.com;20;0106;0034;046
7443;TECNOREP.S S.A.;AV. FRANCISCO DE ORELLANA 234 S/N;JUNTO AL BANCO AMAZONAS;042630600;0999950560;contabilidad@tecnoreps.com;No;www.tecnoreps.com;09;0104;0003;018
7444;OCEAN SUNFISH TRAVEL ;SCALESIA S/N PETREL;A DOS CUADRAS DEL HOTEL FERNANDINA;null;0994886941;gaby@galapex.com;No;www.galapagoslandbased.com;20;0104;0020;034
7445;BURGER KING;AV. 9 SUR ESTE OF. 25 - 27 CALLE 32 B SUR ESTE;C.C. CENTRO SUR;42445816;999481006;rcamba@burgerkingec.com.ec;Si ;null;09;0100;0028;006
7446;BURGER KING;CALLE PRIMERA LOCAL 94 ENTRE DECIMA Y AV. SAN JORGE;CDLA. KENNEDY NORTE, C.C. POLICENTRO;42084280;999481006;rcamba@burgerkingec.com.ec;Si;null;09;0100;0028;006
7447;BURGER KING;AV. JOAQUIN ORRANTIA OF. F- 07 AV. JUAN TANCA MARENGO;C.C. MALL DEL SOL, PISO 1;42922251;999481006;rcamba@burgerkingec.com.ec;Si ;null;09;0100;0028;006
7448;BURGUER KING;KENNEDY NORTE, CALLE PRIMERA S/N ENTRE DECIMA Y AV. SAN JORGE, C.C. POLICENTRO, LOCAL 94;null;2084280;null;ssoria@burguerkingec.com.ec;Si ;null;09;0100;0028;035
7449;BURGUER KING;AV. VICTOR EMILIO ESTRADA, C.C. URDESA, OF. 11,12-16;null;2888863;null;SKUNDESA@BURGUERKING.COM.EC;Si;null;09;0100;0028;035
7450;BURGUER KING;AV. DEL BOMBERO C.C. RIOCENTRO CEIBOS, PISO 1, LOCAL C-6;null;2359505;null;ssoria@burguerkingec.com.ec;Si ;null;09;0100;0028;039
7451;BURGUER KING;CDLA. VERNAZA NORTE, AV. JOAQUIN ORRANTIA S/N C.C. MALL DEL SOL, LOCAL F-9;null;2082037;null;ssoria@burguerkingec.com.ec;Si ;null;09;0100;0028;035
7452;BURGUER KING;BARRIO CENTENARIO AV. 9 SURESTE S/N Y 32B SUR ESTE EDIF. C.C. CENTRO SUR OF. 25-27;null;2445816;null;ssoria@burguerkingec.com.ec;Si;null;09;0100;0028;035
7453;BURGUER KING;LA PUNTILLA, AV. JULIO SORIANO C.C. RIOCENTRO ENTRERIOS, PISO ,1 LOCAL C-5;null;2830849;null;ssoria@burguerkingec.com.ec;Si ;null;09;0100;0028;039
7454;BURGUER KING ;KM 1.5 VIA A SAMBORONDON, AV. JULIO SORIANO, C.C. LA TORRE, LOCAL A1 ;null;2836277;null;bklatorre@burgerkingec.com.ec;Si ;null;09;0100;0028;039
7455;BURGUER KING;KM 10.5 AV. LEON FEBRES CORDERO, RIOCENTRO EL DORADO PISO 1 LOCAL C-25;null;4507128;null;bkdorado@burguerkingec.com.ec;Si;www.burgerkingec.com.ec;09;0100;0028;039
7456;BURGER KING;AV. ORELLANA  27 y REINA VICTORIA;CÍRCULO MILITAR;22222617;22222617;sbernal@burgerkingec.com.ec;Si ;null;17;0100;0028;040
7457;BURGER KING;Pasaje A S/N y Vía Interoceánica;C.C. PASEO SAN FRANCISCO;23222191;23222191;sbernal@burgerkingec.com.ec;Si ;null;17;0100;0028;040
7458;BURGER KING;Av. Amazonas S/N Y Av. República;MALL EL JARDÍN;22980248;989784732;bkjardin@burgerkingec.com.ec;Si;www.evaluabk.com;17;0100;0028;040
7459;BURGER KING;El Comercio S/N y Av. de los Shyris;CC QUICENTRO SHOPING;22246828;984581828;sbernal@burgerkingec.com.ec;Si ;www.burgerkingec.com.ec;17;0100;0028;040
7460;SORBETTO ARTESANAL;C.C. PASEO SHOPPING BABAHOYO;null;52789063;null;administracion@sorbetto.com;Si ;null;12;0100;0015;039
7461;SORBETTO ARTESANAL;AV. BENJAMIN ROSALES S/N Y AV. DE LAS AMERICAS, TERMINAL TERRESTRE, PLANTA BAJA. ISLA;null;059664238;null;null;Si;null;09;0100;0015;044
7462;SPEEDCAR;CDLA. SIMON BOLIVAR MZ. 4 SOLAR 41;null;2289974;null;null;No;null;09;0106;0035;038
7463;CANGREJAL EL MUELLE;MALECON DEL SALADO S/N Y AGUIRRE, PLAZA DEL MARISCO LOCAL 2 DETRAS DEL COLEGIO VICENTE ROCAFUERTE;null;Null;null;null;Si ;null;09;0100;0028;039
7464;PRONTO PASTA;AV. 25 DE JULIO C.C. RIOCENTRO SUR LOCAL 6- 15 PATIO DE COMIDA;null;2384384;null;null;Si ;null;09;0100;0028;035
7465;GUAYAQUIL VISION;VICTOR MANUEL RENDON 404 Y CORDOVA, EDIFICIO AMAZONAS PISO 3;null;2309582;null;servicio-cliente@guayaquilvision.com;No;www.guayaquilvision.com;09;0104;0020;034
7466;CARAPACHOTOURS;GARCIA MORENO 917 AV. 9 DE OCTUBRE - HURTADO;FRENTE AL HOTEL ORO VERDE;042523253;0980048862;gerenciaventas@carapachotours.com;No;www.carapachotours.com;09;0104;0001;016
7467;FREE LIFE GLUTEN-FREE;C.C. LA PIAZZA, LOCAL 16-B;null;2830724;null;pandrade@inmobiliariavelasco.com;Si;null;09;0100;0007;039
7468;MILGER TURISMO;CDLA. FAE MZ. 1 SOLAR 18;null;2397581;null;info@vansertrans.com;No;null;09;0106;0035;043
7469;MILGER TURISMO;AV. DE LAS AMERICAS S/N, EDF. AEROPUERTO JOSE JOAQUIN OLMEDO, LOCAL AI-2;null;2169294;null;lmayorga@vansertrans.com;No;www.turton.com.ec;09;0106;0035;043
7470;CAPI EL ;CDLA.URDESA FICUS 201 Y AV. VE. ESTRADA;null;2291151;null;null;Si ;null;09;0100;0015;039
7471;CAPI EL ;CDLA. BOLIVARIANA (AV. DELTA), MZ. E SL. 7;null;2291151;null;null;Si ;null;09;0100;0015;044
7472;CAPI EL ;COOP. GUAYAQUIL AV.JUAN TANCA MARENGO MZ.3 SOLAR 15;null;Null;null;null;Si;null;09;0100;0015;039
7473;CAPI EL ;MANUEL DE LUZURRAGA 200 Y PANAMA. EDIF. PANAMA, LC. 3;null;2291151;null;null;Si ;null;09;0100;0015;035
7474;CAPI EL;LA PUNTILLA (SATELITE) LOCAL 15-B, VIA SAMBORONDON, C.C. LA PIAZZA;null;Null;null;null;Si ;null;09;0100;0015;039
7475;CAPI EL;KM. 14.5, AV. LEÓN FEBRES CORDERO, URBANIZACIÓN LA JOYA, C.C. LA PIAZZA - LA JOYA, LOCAL 12;null;42106016;null;null;Si;null;09;0100;0015;039
7476;CAPI EL ;C.C. LA PIAZZA DE VILLA CLUB LOCAL 33 VIA PUNTILLA - PASCUALES KM. 12.5;null;Null;null;null;Si ;null;09;0100;0015;039
7477;CAPI EL;C.C. LA PIAZZA LOS CEIBOS MZ.2 SOLAR.14 LOCAL C-4 KM.6.5 VIA A LA COSTA;null;3812095;null;null;Si ;null;09;0100;0015;039
7478;ROSA MISTICA;la punta montañita SN la punta montañita;null;042060171;0991086656;carlosvargas701@hotmail.com;No;null;24;0101;0017;013
7479;CARSO INN;NUEVE DE OCTUBRE  SN CALDERON - CALLE DOS; UBICADO EN LA CALLE 9 DE OCTUBRE Y CALDERON A LADO DE LA COOP. JEP Y DIAGONAL AL COMERCIAL ROXANA ;0990689686;042970290;consultoriaortega@live.com;No;null;09;0101;0018;013
7480;POLLOS BARCELONA;OLMEDO #517 Y BOYACA;null;2415627;null;null;Si;null;09;0100;0028;044
7481;POLLOS BARCELONA;PORTETE #403 Y CHILE MZ. 29 SOLAR# 10  EDIF. PLAZA DEL PARQUE ;null;Null;null;null;Si ;null;09;0100;0028;044
7482;MARISCOS AZUL;CDLA. URDESA, AV. LAS MONJAS 121 Y ACACIAS;null;2610644;null;null;Si ;null;09;0100;0028;039
7483;CHALAN EL ;URDESA CENTRAL, V.E.ESTRADA #1232 Y COSTANERA;null;2397668;null;null;Si;null;09;0100;0028;035
7484;CHALAN EXPRESS EL ;C.C. SAN MARINO SHOPPING OFICINA P2 1-14;null;Null;null;null;Si ;null;09;0100;0028;039
7485;EL CHALAN EXPRESS;EDF. ALBOCENTRO 1 LOCAL 8 CDLA ALBORADA IV ETAPA CALLE JOSE MARIA ROURA S/N Y AV RODOLFO BAQUERIZO NAZUR;null;Null;null;null;Si ;null;09;0100;0028;044
7486;LAS CARNES DE CHAVELA;C.C. LA PIAZZA, LOCAL 8C, LA PUNTILLA Nº1A-2-9A;null;2834026;null;lacarniceriadesambo@gmail.com;Si;null;09;0100;0028;035
7487;PERLA REAL INN;AV. GUILLERMO PAREJA ROLANDO SOLAR 13 HERMANO MIGUEL;DIAGONAL AL RESTAURANTE CANTONES;null;0969062031;imawo2000@yahoo.com;No;www.perlarealinn.com;09;0101;0017;012
7488;FARO ESCANDINAVO EL;P/ SAN LORENZO AV. SAN LORENZO S/N;null;991122336;null;playahot@online.no;No;www.elfaroescandinavo.com;13;0101;0037;035
7489;PARADISE BEACH;AV. MIRAMAR S/N SECTOR ROMPE OLAS; Junto a carabelas de colon por el sector del rompe olas ;0992168705;042760135;narcisace483@gmail.com;No;null;09;0101;0017;013
7490;GIA;C.C LA  PIAZZA,  LOCAL C-7 PLANTA ALTA   VIA  SAMBORONDON;null;2837598;null;null;No;null;09;0100;0004;035
7491;JUBLERT S.A.;CDLA. SIMON BOLIVAR SOLAR #100 MZ. 5-B;null;6034391;null;jublertrentacar@hotmail.com;No;null;09;0106;0035;038
7492;ARCHIPELL II;PUERTO BAQUERIZO MORENO;null;052520137;null;chatamhotel@hotmail.com;No;null;20;0106;0034;046
7493;SANS SOUCI;CDLA. URDENOR # 2 MZ. 229 VILLA 9;null;2887492;null;lurosales@gmail.com;No;null;09;0104;0020;034
7494;DON JULIO MEXICAN DRINKS Y FOOD;C.C. LA TORRE, BLOQUE 3, OFIC. 3, VIA A SAMBORONDON;null;2838577;null;null;Si ;null;09;0100;0028;035
7495;SOLE;C.C COMERCIAL LA TORRE VIA  SAMBORONDON  PLANTA BAJA;null;2302342;null;null;No;null;09;0100;0004;035
7496;ESCALON 69;CERRO SANTA ANA ,CALLE DIEGO NOBOA #112 , ESCALON #69 ;null;2309828;null;null;No;null;09;0100;0004;035
7497;BAJA MONTAÑITA;SECTOR LA PUNTA, VIA OLON;null;42568840;null;null;No;null;24;0101;0018;039
7498;SETURNA;CDLA: ALBORADA DECIMA ETAPA, MZ 103, SOLAR 19;null;2236657;null;transporte@seturna.com;No;null;09;0106;0035;043
7499;GALADVENTURE;AV.  BALTRA S/N THOMAS DE BERLANGA;FRENTE AL HOSPITAL REPUBLICA DEL ECUADOR;052524119;0999311241;grecyjaya.j@gmail.com;No;www.galadventure.com;20;0104;0020;034
7500;VIA ECUATORIAL VIECSA;BAQUERIZO MORENO 1119 Y AV. 9 DE OCTUBRE EDIFICIO PLAZA 5TO. PISO OFICINA 504;null;2301112;null;viecsa-mfernanda@grupoecuatorial.com;No;null;09;0104;0002;017
7501;TURISMO RUTA DEL SOL;PANAMA # 501 ENTRE ORELLANA E IMBABURA , EDIF HOTEL RAMANA;null;2302984;null;null;No;null;09;0104;0020;034
7502;JOHANCAR S.A.;CALLE RUMIÑAHUI ENTRE AVENIDA MALECON Y ENRIQUEZ GALLOS EDIFICIO SAINT THOMAS;null;Null;null;null;No;null;24;0104;0020;034
7503;KAMIKAZEE;KM 1 1/2  C.C LA PIAZZA LOCAL  8-C;null;2837717;null;null;No;null;09;0100;0004;035
7504;ALBATROS TOURS;CHARLES DARWIN S/N AV. BALTRA;FRENTE AL PARQUE SAN FRANCISCO;052526948;0993678771;buteogalapaguensis@hotmail.com;No;www.albatrostoursgalapagos.com;20;0104;0020;034
7505;RED LOUNGE;CDLA. URDESA AV. LAS LOMAS CALLE 1ERA. CC. URDESA BLOQUE C LC 7;null;98436113;null;dmedinai@hotmail.com;No;null;09;0100;0004;039
7506;SUCRE DE SAMBORONDON;C.C. LA PIAZZA, LC. 1-C. VIA A SAMBORONDON;null;2838068;null;null;Si ;null;09;0100;0028;035
7507;ANDEAN PATHS;SAN JOSE KM. 700 VIA DEL PACIFICO E-15;null;099808469;null;null;No;null;24;0104;0020;034
7508;RACHY`S;CDLA. NUEVA KENNEDY, MZ 31, SOLAR # 18-1;null;2218365;null;null;Si;null;09;0100;0028;044
7509;RACHY`S;CDLA. FERROVIARIA, AV. SEGUNDA, # 109;null;Null;null;null;Si ;null;09;0100;0028;039
7510;VASCOCAR S.A.;CDLA. SIMON BLOIVAR 1-A  SOLAR 6;null;2244340;null;vascorentacar@hotmail.com;No;null;09;0106;0035;038
7511;TOMASTUR;AV 9 DE OCTUBRE  424 CORDOVA, EDF. GRAN PASAJE PISO 1 OF. 104; ARRIBA DE PIZZA HUT, ENTRADA POR LA CALLE 9 DE OCTUBRE ;0993101207;042303019;gerencia@tomastur.com;No;www.tomastur.com;09;0104;0001;016
7512;HOSTERIA OCEANIC;MALECON JULIO IZURIETA S/N BARRIO 17 DE AGOSTO; FRENTE A LA PLAYA ;0995930635;0959700619;hosteriaoceanic@gmail.com;No;null;13;0101;0037;013
7513;VARADERO INT.;MANUEL 1225 AV DEL EJERCITO; ANTES DE LLEGAR AL PUENTE, A LADERECHA ESTA EL HOTEL EN LA ESQUINA. ;0997019283;042880915;rcampoverdev@hotmail.com;No;www.hotelvaraderointl.com;09;0101;0017;013
7514;BLUES;AV. SAN JORGE 805 ENTRE NOVENA Y DECIMA. HOSPITAL CLINICA KENNEDY;null;2286963;null;null;Si ;null;09;0100;0028;044
7515;HAUGAN CRUISES;av de los shyris N35-71 y suecia;EDIFICIO MANSIÓN BLANCA, MEZANINE;23949800;983083592;info@haugancruises.com;No;www.haugancruises.com;17;0104;0020;034
7516;FLOREANA LAVA;MARGARITA WITTMER SN S/C;FRENTE AL MALECOM;052527230;0997238527;malourdes.soria@hotmail.com;No;null;20;0101;0017;013
7517;LUJOR REP;AV. 9 DE OCTUBRE # 424 Y CHILE PISO # 9 OFICINA  # 903-904;null;2302790;null;luvia@lujor.com;No;null;09;0104;0001;016
7518;MUNDO KART;Av. Occidental  S/N y Arnulfo Araujo;PISO: PB. SECTOR: JUNTO A L TELEFERICO;22222350;22222350;mfurlato@hotmail.com;No;null;17;0103;0011;039
7519;MAXITRAVEL ;AV. 10 DE AGOTOSTO  OFICINA C PISO 5 FRANCISCO MOSCOSO ; EDF. TORRES DE YANUNCAY-  - PISO-  5 OF # C-  - - DELANTE DEL 911 ;0987180695;074078247;gerenciacue@maxitravel.ec;No;www.maxitravel.ec;01;0104;0003;018
7520;MAXITRAVEL MAYORISTAS DE TURISMO;Av. 10 de Agosto S/N y Av. NN.UU. Edf. Comandato;null;22468879;22468879;talentohumano@chartersecuador.com.ec;No;www.charterecuador.com.ec;17;0104;0020;034
